Mask Size 0 Mask set() Leakage 0.4912255474440431
Mask Size 1 Mask {'age'} Leakage 0.48390655849303243
Mask Size 1 Mask {'capital_gain'} Leakage 0.44119241053623615
Mask Size 1 Mask {'capital_loss'} Leakage 0.4912255474440431
Mask Size 1 Mask {'class'} Leakage 0.4421302651304688
Mask Size 1 Mask {'education_num'} Leakage 0.46042813003242167
Mask Size 1 Mask {'hours_per_week'} Leakage 0.4912255474440431
Mask Size 1 Mask {'marital_status'} Leakage 0.4912255474440431
Mask Size 1 Mask {'native_country'} Leakage 0.3969281531160326
Mask Size 1 Mask {'occupation'} Leakage 0.4912255474440431
Mask Size 1 Mask {'race'} Leakage 0.4912255474440431
Mask Size 1 Mask {'relationship'} Leakage 0.3876575545157146
Mask Size 1 Mask {'sex'} Leakage 0.2726821726489277
Mask Size 2 Mask {'age', 'capital_gain'} Leakage 0.43736415669853557
Mask Size 2 Mask {'age', 'capital_loss'} Leakage 0.4839317246711282
Mask Size 2 Mask {'age', 'class'} Leakage 0.4341050146386227
Mask Size 2 Mask {'age', 'education_num'} Leakage 0.4527523729267935
Mask Size 2 Mask {'age', 'hours_per_week'} Leakage 0.48392620978159184
Mask Size 2 Mask {'age', 'marital_status'} Leakage 0.48447398909222794
Mask Size 2 Mask {'age', 'native_country'} Leakage 0.38825264639230594
Mask Size 2 Mask {'age', 'occupation'} Leakage 0.48390655849303243
Mask Size 2 Mask {'age', 'race'} Leakage 0.483913191052453
Mask Size 2 Mask {'age', 'relationship'} Leakage 0.3854242869319815
Mask Size 2 Mask {'age', 'sex'} Leakage 0.26384839770732416
Mask Size 2 Mask {'capital_loss', 'capital_gain'} Leakage 0.4509615589922883
Mask Size 2 Mask {'capital_gain', 'class'} Leakage 0.4032957695576078
Mask Size 2 Mask {'capital_gain', 'education_num'} Leakage 0.4104707532910399
Mask Size 2 Mask {'hours_per_week', 'capital_gain'} Leakage 0.45227859648556834
Mask Size 2 Mask {'capital_gain', 'marital_status'} Leakage 0.3840032729145847
Mask Size 2 Mask {'capital_gain', 'native_country'} Leakage 0.38607319087108916
Mask Size 2 Mask {'occupation', 'capital_gain'} Leakage 0.44119241053623615
Mask Size 2 Mask {'capital_gain', 'race'} Leakage 0.4419942753939222
Mask Size 2 Mask {'relationship', 'capital_gain'} Leakage 0.12413500321044513
Mask Size 2 Mask {'capital_gain', 'sex'} Leakage 0.23918590959922814
Mask Size 2 Mask {'capital_loss', 'class'} Leakage 0.4424367964455269
Mask Size 2 Mask {'capital_loss', 'education_num'} Leakage 0.46046277809509195
Mask Size 2 Mask {'hours_per_week', 'capital_loss'} Leakage 0.4912255474440431
Mask Size 2 Mask {'capital_loss', 'marital_status'} Leakage 0.4912255474440431
Mask Size 2 Mask {'capital_loss', 'native_country'} Leakage 0.40027545116798646
Mask Size 2 Mask {'occupation', 'capital_loss'} Leakage 0.4912255474440431
Mask Size 2 Mask {'capital_loss', 'race'} Leakage 0.4912255474440431
Mask Size 2 Mask {'relationship', 'capital_loss'} Leakage 0.38861661219322874
Mask Size 2 Mask {'capital_loss', 'sex'} Leakage 0.27434320827232905
Mask Size 2 Mask {'education_num', 'class'} Leakage 0.40850223977961175
Mask Size 2 Mask {'hours_per_week', 'class'} Leakage 0.44223887901283754
Mask Size 2 Mask {'marital_status', 'class'} Leakage 0.44962268479175194
Mask Size 2 Mask {'native_country', 'class'} Leakage 0.3659163513198489
Mask Size 2 Mask {'occupation', 'class'} Leakage 0.4421302651304688
Mask Size 2 Mask {'race', 'class'} Leakage 0.4422648068725308
Mask Size 2 Mask {'relationship', 'class'} Leakage 0.33767484007115856
Mask Size 2 Mask {'sex', 'class'} Leakage 0.20488153303225753
Mask Size 2 Mask {'hours_per_week', 'education_num'} Leakage 0.4604477303905746
Mask Size 2 Mask {'education_num', 'marital_status'} Leakage 0.46042813003242167
Mask Size 2 Mask {'education_num', 'native_country'} Leakage 0.36047651096201316
Mask Size 2 Mask {'occupation', 'education_num'} Leakage 0.46042813003242167
Mask Size 2 Mask {'education_num', 'race'} Leakage 0.46053677277980687
Mask Size 2 Mask {'relationship', 'education_num'} Leakage 0.35586534552810667
Mask Size 2 Mask {'education_num', 'sex'} Leakage 0.26298439687777797
Mask Size 2 Mask {'hours_per_week', 'marital_status'} Leakage 0.4912255474440431
Mask Size 2 Mask {'hours_per_week', 'native_country'} Leakage 0.3969281531160326
Mask Size 2 Mask {'occupation', 'hours_per_week'} Leakage 0.4912255474440431
Mask Size 2 Mask {'hours_per_week', 'race'} Leakage 0.4912255474440431
Mask Size 2 Mask {'relationship', 'hours_per_week'} Leakage 0.3876575545157146
Mask Size 2 Mask {'hours_per_week', 'sex'} Leakage 0.2726821726489277
Mask Size 2 Mask {'native_country', 'marital_status'} Leakage 0.3979672789901215
Mask Size 2 Mask {'occupation', 'marital_status'} Leakage 0.4912255474440431
Mask Size 2 Mask {'race', 'marital_status'} Leakage 0.4912255474440431
Mask Size 2 Mask {'relationship', 'marital_status'} Leakage 0.2727656282026826
Mask Size 2 Mask {'sex', 'marital_status'} Leakage 0.293584189251586
Mask Size 2 Mask {'occupation', 'native_country'} Leakage 0.3969281531160326
Mask Size 2 Mask {'native_country', 'race'} Leakage 0.39759034718430664
Mask Size 2 Mask {'relationship', 'native_country'} Leakage 0.2907061934465176
Mask Size 2 Mask {'sex', 'native_country'} Leakage 0.13622427654319103
Mask Size 2 Mask {'occupation', 'race'} Leakage 0.4912255474440431
Mask Size 2 Mask {'occupation', 'relationship'} Leakage 0.4074419571733059
Mask Size 2 Mask {'occupation', 'sex'} Leakage 0.27434320827232905
Mask Size 2 Mask {'relationship', 'race'} Leakage 0.3876575545157146
Mask Size 2 Mask {'sex', 'race'} Leakage 0.2726821726489277
Mask Size 2 Mask {'relationship', 'sex'} Leakage 0.2685467517834049
Mask Size 7 Mask {'age', 'relationship', 'occupation', 'education_num', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.22225592005228412
Mask Size 7 Mask {'age', 'relationship', 'education_num', 'race', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.2143579517745322
Mask Size 7 Mask {'age', 'marital_status', 'occupation', 'education_num', 'native_country', 'race', 'capital_loss'} Leakage 0.354403030678651
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'education_num', 'native_country', 'capital_loss'} Leakage 0.1740219666300078
Mask Size 7 Mask {'age', 'marital_status', 'occupation', 'education_num', 'native_country', 'capital_loss', 'sex'} Leakage 0.19451509885506302
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'education_num', 'native_country', 'race', 'capital_loss'} Leakage 0.16249278074615825
Mask Size 7 Mask {'age', 'marital_status', 'education_num', 'native_country', 'race', 'capital_loss', 'sex'} Leakage 0.17983760501026536
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'education_num', 'native_country', 'capital_loss', 'sex'} Leakage 0.09052655405954424
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'education_num', 'race', 'capital_loss'} Leakage 0.283266316088579
Mask Size 7 Mask {'age', 'marital_status', 'occupation', 'education_num', 'race', 'capital_loss', 'sex'} Leakage 0.29890309864355336
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'education_num', 'capital_loss', 'sex'} Leakage 0.21232976487062516
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'education_num', 'race', 'capital_loss', 'sex'} Leakage 0.21341035421370214
Mask Size 7 Mask {'age', 'relationship', 'occupation', 'education_num', 'native_country', 'race', 'capital_loss'} Leakage 0.2844581418527825
Mask Size 7 Mask {'age', 'occupation', 'education_num', 'native_country', 'race', 'capital_loss', 'sex'} Leakage 0.14224018249289871
Mask Size 7 Mask {'age', 'relationship', 'occupation', 'education_num', 'native_country', 'capital_loss', 'sex'} Leakage 0.10404370222233383
Mask Size 7 Mask {'age', 'relationship', 'education_num', 'native_country', 'race', 'capital_loss', 'sex'} Leakage 0.09055650231854373
Mask Size 7 Mask {'age', 'relationship', 'occupation', 'education_num', 'race', 'capital_loss', 'sex'} Leakage 0.22308856352857176
Mask Size 7 Mask {'age', 'marital_status', 'occupation', 'native_country', 'race', 'capital_loss', 'hours_per_week'} Leakage 0.39080989272255306
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'native_country', 'capital_loss', 'hours_per_week'} Leakage 0.15481906993171812
Mask Size 7 Mask {'age', 'marital_status', 'occupation', 'native_country', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.19059173261781748
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'native_country', 'race', 'capital_loss', 'hours_per_week'} Leakage 0.14826589653179834
Mask Size 7 Mask {'age', 'marital_status', 'native_country', 'race', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.1786125887878307
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'native_country', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.13952278097523974
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'race', 'capital_loss', 'hours_per_week'} Leakage 0.2689498524523337
Mask Size 7 Mask {'age', 'marital_status', 'occupation', 'race', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.29751279735288394
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.25567771166377873
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'race', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.2555504181473527
Mask Size 7 Mask {'age', 'relationship', 'occupation', 'native_country', 'race', 'capital_loss', 'hours_per_week'} Leakage 0.3155157724366644
Mask Size 7 Mask {'age', 'occupation', 'native_country', 'race', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.13161384267521092
Mask Size 7 Mask {'age', 'relationship', 'occupation', 'native_country', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.14788039961970167
Mask Size 7 Mask {'age', 'relationship', 'native_country', 'race', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.1399433336769118
Mask Size 7 Mask {'age', 'relationship', 'occupation', 'race', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.260888704082721
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'native_country', 'race', 'capital_loss'} Leakage 0.14935126491200357
Mask Size 7 Mask {'age', 'marital_status', 'occupation', 'native_country', 'race', 'capital_loss', 'sex'} Leakage 0.18501316336527707
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'native_country', 'capital_loss', 'sex'} Leakage 0.13955450942794256
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'native_country', 'race', 'capital_loss', 'sex'} Leakage 0.13345423164069903
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'race', 'capital_loss', 'sex'} Leakage 0.255708160905032
Mask Size 7 Mask {'age', 'relationship', 'occupation', 'native_country', 'race', 'capital_loss', 'sex'} Leakage 0.14161591365807447
Mask Size 7 Mask {'age', 'marital_status', 'occupation', 'education_num', 'native_country', 'hours_per_week', 'class'} Leakage 0.32915101635566535
Mask Size 7 Mask {'age', 'marital_status', 'education_num', 'native_country', 'race', 'hours_per_week', 'class'} Leakage 0.32994608288759575
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'education_num', 'native_country', 'hours_per_week', 'class'} Leakage 0.10306579076495492
Mask Size 7 Mask {'age', 'marital_status', 'education_num', 'native_country', 'sex', 'hours_per_week', 'class'} Leakage 0.14588514244293727
Mask Size 7 Mask {'age', 'marital_status', 'occupation', 'education_num', 'race', 'hours_per_week', 'class'} Leakage 0.41111297886911247
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'education_num', 'hours_per_week', 'class'} Leakage 0.2017882231802991
Mask Size 7 Mask {'age', 'marital_status', 'occupation', 'education_num', 'sex', 'hours_per_week', 'class'} Leakage 0.24578015826822908
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'education_num', 'race', 'hours_per_week', 'class'} Leakage 0.2076047413880603
Mask Size 7 Mask {'age', 'marital_status', 'education_num', 'race', 'sex', 'hours_per_week', 'class'} Leakage 0.23557785677318455
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'education_num', 'sex', 'hours_per_week', 'class'} Leakage 0.14664147930543392
Mask Size 7 Mask {'age', 'occupation', 'education_num', 'native_country', 'race', 'hours_per_week', 'class'} Leakage 0.3194992049039955
Mask Size 7 Mask {'age', 'relationship', 'occupation', 'education_num', 'native_country', 'hours_per_week', 'class'} Leakage 0.2581358099267682
Mask Size 7 Mask {'age', 'occupation', 'education_num', 'native_country', 'sex', 'hours_per_week', 'class'} Leakage 0.10515657852835536
Mask Size 7 Mask {'age', 'relationship', 'education_num', 'native_country', 'race', 'hours_per_week', 'class'} Leakage 0.23010016768404273
Mask Size 7 Mask {'age', 'education_num', 'native_country', 'race', 'sex', 'hours_per_week', 'class'} Leakage 0.08839686247289935
Mask Size 7 Mask {'age', 'relationship', 'education_num', 'native_country', 'sex', 'hours_per_week', 'class'} Leakage 0.07793241666731276
Mask Size 7 Mask {'age', 'relationship', 'occupation', 'education_num', 'race', 'hours_per_week', 'class'} Leakage 0.3457343127462944
Mask Size 7 Mask {'age', 'occupation', 'education_num', 'race', 'sex', 'hours_per_week', 'class'} Leakage 0.2080949813272681
Mask Size 7 Mask {'age', 'relationship', 'occupation', 'education_num', 'sex', 'hours_per_week', 'class'} Leakage 0.18895380619859392
Mask Size 7 Mask {'age', 'relationship', 'education_num', 'race', 'sex', 'hours_per_week', 'class'} Leakage 0.18103174569592873
Mask Size 7 Mask {'age', 'marital_status', 'occupation', 'education_num', 'native_country', 'race', 'class'} Leakage 0.330469728221117
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'education_num', 'native_country', 'class'} Leakage 0.10575363241254654
Mask Size 7 Mask {'age', 'marital_status', 'occupation', 'education_num', 'native_country', 'sex', 'class'} Leakage 0.15557180750220811
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'education_num', 'native_country', 'race', 'class'} Leakage 0.08880945262705375
Mask Size 7 Mask {'age', 'marital_status', 'education_num', 'native_country', 'race', 'sex', 'class'} Leakage 0.1326141158879348
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'education_num', 'native_country', 'sex', 'class'} Leakage 0.03780758566285214
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'education_num', 'race', 'class'} Leakage 0.19621905363183734
Mask Size 7 Mask {'age', 'marital_status', 'occupation', 'education_num', 'race', 'sex', 'class'} Leakage 0.24045318070361754
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'education_num', 'sex', 'class'} Leakage 0.1367435107264099
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'education_num', 'race', 'sex', 'class'} Leakage 0.13792921416260406
Mask Size 7 Mask {'age', 'relationship', 'occupation', 'education_num', 'native_country', 'race', 'class'} Leakage 0.24690415190723758
Mask Size 7 Mask {'age', 'occupation', 'education_num', 'native_country', 'race', 'sex', 'class'} Leakage 0.1069956063958134
Mask Size 7 Mask {'age', 'relationship', 'occupation', 'education_num', 'native_country', 'sex', 'class'} Leakage 0.08704025397212822
Mask Size 7 Mask {'age', 'relationship', 'education_num', 'native_country', 'race', 'sex', 'class'} Leakage 0.06346542021034474
Mask Size 7 Mask {'age', 'relationship', 'occupation', 'education_num', 'race', 'sex', 'class'} Leakage 0.1817933000545544
Mask Size 7 Mask {'age', 'marital_status', 'occupation', 'native_country', 'race', 'hours_per_week', 'class'} Leakage 0.3683319288920853
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'native_country', 'hours_per_week', 'class'} Leakage 0.07990932134723205
Mask Size 7 Mask {'age', 'marital_status', 'occupation', 'native_country', 'sex', 'hours_per_week', 'class'} Leakage 0.128492277436295
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'native_country', 'race', 'hours_per_week', 'class'} Leakage 0.08220047794771601
Mask Size 7 Mask {'age', 'marital_status', 'native_country', 'race', 'sex', 'hours_per_week', 'class'} Leakage 0.12384715647588784
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'native_country', 'sex', 'hours_per_week', 'class'} Leakage 0.06938958551747565
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'race', 'hours_per_week', 'class'} Leakage 0.2007550315461314
Mask Size 7 Mask {'age', 'marital_status', 'occupation', 'race', 'sex', 'hours_per_week', 'class'} Leakage 0.24242663059269387
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'sex', 'hours_per_week', 'class'} Leakage 0.1921670190529804
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'race', 'sex', 'hours_per_week', 'class'} Leakage 0.19262897532952694
Mask Size 7 Mask {'age', 'relationship', 'occupation', 'native_country', 'race', 'hours_per_week', 'class'} Leakage 0.2774244065503064
Mask Size 7 Mask {'age', 'occupation', 'native_country', 'race', 'sex', 'hours_per_week', 'class'} Leakage 0.0896922800205765
Mask Size 7 Mask {'age', 'relationship', 'occupation', 'native_country', 'sex', 'hours_per_week', 'class'} Leakage 0.08283590076861502
Mask Size 7 Mask {'age', 'relationship', 'native_country', 'race', 'sex', 'hours_per_week', 'class'} Leakage 0.08360170395003508
Mask Size 7 Mask {'age', 'relationship', 'occupation', 'race', 'sex', 'hours_per_week', 'class'} Leakage 0.20428240740530446
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'native_country', 'race', 'class'} Leakage 0.08361352923899079
Mask Size 7 Mask {'age', 'marital_status', 'occupation', 'native_country', 'race', 'sex', 'class'} Leakage 0.13227234463663518
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'native_country', 'sex', 'class'} Leakage 0.0679207143484809
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'native_country', 'race', 'sex', 'class'} Leakage 0.07148681658793354
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'race', 'sex', 'class'} Leakage 0.18415640291079927
Mask Size 7 Mask {'age', 'relationship', 'occupation', 'native_country', 'race', 'sex', 'class'} Leakage 0.08556994582087685
Mask Size 7 Mask {'age', 'marital_status', 'occupation', 'education_num', 'native_country', 'race', 'hours_per_week'} Leakage 0.35541044079713524
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'education_num', 'native_country', 'hours_per_week'} Leakage 0.13660162162423128
Mask Size 7 Mask {'age', 'marital_status', 'occupation', 'education_num', 'native_country', 'sex', 'hours_per_week'} Leakage 0.17887775025619868
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'education_num', 'native_country', 'race', 'hours_per_week'} Leakage 0.14718648129997303
Mask Size 7 Mask {'age', 'marital_status', 'education_num', 'native_country', 'race', 'sex', 'hours_per_week'} Leakage 0.17477498866402286
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'education_num', 'native_country', 'sex', 'hours_per_week'} Leakage 0.09228169128940589
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'education_num', 'race', 'hours_per_week'} Leakage 0.26178587417977706
Mask Size 7 Mask {'age', 'marital_status', 'occupation', 'education_num', 'race', 'sex', 'hours_per_week'} Leakage 0.28839433990231833
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'education_num', 'sex', 'hours_per_week'} Leakage 0.21873636210209324
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'education_num', 'race', 'sex', 'hours_per_week'} Leakage 0.2159768289963827
Mask Size 7 Mask {'age', 'relationship', 'occupation', 'education_num', 'native_country', 'race', 'hours_per_week'} Leakage 0.2947898876311289
Mask Size 7 Mask {'age', 'occupation', 'education_num', 'native_country', 'race', 'sex', 'hours_per_week'} Leakage 0.13111802958447694
Mask Size 7 Mask {'age', 'relationship', 'occupation', 'education_num', 'native_country', 'sex', 'hours_per_week'} Leakage 0.12549117066933302
Mask Size 7 Mask {'age', 'relationship', 'education_num', 'native_country', 'race', 'sex', 'hours_per_week'} Leakage 0.12101368552706726
Mask Size 7 Mask {'age', 'relationship', 'occupation', 'education_num', 'race', 'sex', 'hours_per_week'} Leakage 0.24317532906573713
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'education_num', 'native_country', 'race'} Leakage 0.14246177018305273
Mask Size 7 Mask {'age', 'marital_status', 'occupation', 'education_num', 'native_country', 'race', 'sex'} Leakage 0.18482974662627194
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'education_num', 'native_country', 'sex'} Leakage 0.09218974978351102
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'education_num', 'native_country', 'race', 'sex'} Leakage 0.09667122649958881
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'education_num', 'race', 'sex'} Leakage 0.21974135414291185
Mask Size 7 Mask {'age', 'relationship', 'occupation', 'education_num', 'native_country', 'race', 'sex'} Leakage 0.13023058634964757
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'native_country', 'race', 'hours_per_week'} Leakage 0.14648369635177405
Mask Size 7 Mask {'age', 'marital_status', 'occupation', 'native_country', 'race', 'sex', 'hours_per_week'} Leakage 0.18750260083586157
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'native_country', 'sex', 'hours_per_week'} Leakage 0.13238652681302132
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'native_country', 'race', 'sex', 'hours_per_week'} Leakage 0.13662902763531803
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'race', 'sex', 'hours_per_week'} Leakage 0.25458074066042846
Mask Size 7 Mask {'age', 'relationship', 'occupation', 'native_country', 'race', 'sex', 'hours_per_week'} Leakage 0.1459900930707786
Mask Size 7 Mask {'age', 'relationship', 'marital_status', 'occupation', 'native_country', 'race', 'sex'} Leakage 0.1363472679507719
Mask Size 7 Mask {'marital_status', 'capital_gain', 'education_num', 'native_country', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.31385552809950645
Mask Size 7 Mask {'marital_status', 'occupation', 'capital_gain', 'education_num', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.3290063848046342
Mask Size 7 Mask {'marital_status', 'capital_gain', 'education_num', 'race', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.33212748863409625
Mask Size 7 Mask {'relationship', 'marital_status', 'capital_gain', 'education_num', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.02309775396060454
Mask Size 7 Mask {'marital_status', 'capital_gain', 'education_num', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.030330530315823778
Mask Size 7 Mask {'occupation', 'capital_gain', 'education_num', 'native_country', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.32676910190039243
Mask Size 7 Mask {'capital_gain', 'education_num', 'native_country', 'race', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.32593266032923385
Mask Size 7 Mask {'relationship', 'capital_gain', 'education_num', 'native_country', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.031170165653646387
Mask Size 7 Mask {'capital_gain', 'education_num', 'native_country', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.053625747534811974
Mask Size 7 Mask {'occupation', 'capital_gain', 'education_num', 'race', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.4057160027431985
Mask Size 7 Mask {'relationship', 'occupation', 'capital_gain', 'education_num', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.044633482517479894
Mask Size 7 Mask {'occupation', 'capital_gain', 'education_num', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.17038891691019276
Mask Size 7 Mask {'relationship', 'capital_gain', 'education_num', 'race', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.0787682427601204
Mask Size 7 Mask {'capital_gain', 'education_num', 'race', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.14784995733147555
Mask Size 7 Mask {'relationship', 'capital_gain', 'education_num', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.010063144042796401
Mask Size 7 Mask {'marital_status', 'occupation', 'capital_gain', 'education_num', 'native_country', 'capital_loss', 'class'} Leakage 0.31312425591339743
Mask Size 7 Mask {'marital_status', 'capital_gain', 'education_num', 'native_country', 'race', 'capital_loss', 'class'} Leakage 0.3131064036662863
Mask Size 7 Mask {'relationship', 'marital_status', 'capital_gain', 'education_num', 'native_country', 'capital_loss', 'class'} Leakage 0.017775024608968182
Mask Size 7 Mask {'marital_status', 'capital_gain', 'education_num', 'native_country', 'capital_loss', 'sex', 'class'} Leakage 0.020504713394088214
Mask Size 7 Mask {'marital_status', 'occupation', 'capital_gain', 'education_num', 'race', 'capital_loss', 'class'} Leakage 0.3301694160312534
Mask Size 7 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'education_num', 'capital_loss', 'class'} Leakage 0.020249392480222617
Mask Size 7 Mask {'marital_status', 'occupation', 'capital_gain', 'education_num', 'capital_loss', 'sex', 'class'} Leakage 0.029800841525816635
Mask Size 7 Mask {'relationship', 'marital_status', 'capital_gain', 'education_num', 'race', 'capital_loss', 'class'} Leakage 0.028349674921659185
Mask Size 7 Mask {'marital_status', 'capital_gain', 'education_num', 'race', 'capital_loss', 'sex', 'class'} Leakage 0.034171896323306084
Mask Size 7 Mask {'relationship', 'marital_status', 'capital_gain', 'education_num', 'capital_loss', 'sex', 'class'} Leakage 0.0028188558296351474
Mask Size 7 Mask {'occupation', 'capital_gain', 'education_num', 'native_country', 'race', 'capital_loss', 'class'} Leakage 0.3256714391404959
Mask Size 7 Mask {'relationship', 'occupation', 'capital_gain', 'education_num', 'native_country', 'capital_loss', 'class'} Leakage 0.03505410183163826
Mask Size 7 Mask {'occupation', 'capital_gain', 'education_num', 'native_country', 'capital_loss', 'sex', 'class'} Leakage 0.10518542433853506
Mask Size 7 Mask {'relationship', 'capital_gain', 'education_num', 'native_country', 'race', 'capital_loss', 'class'} Leakage 0.031003358946762094
Mask Size 7 Mask {'capital_gain', 'education_num', 'native_country', 'race', 'capital_loss', 'sex', 'class'} Leakage 0.04446107284100331
Mask Size 7 Mask {'relationship', 'capital_gain', 'education_num', 'native_country', 'capital_loss', 'sex', 'class'} Leakage 0.0023374990831772635
Mask Size 7 Mask {'relationship', 'occupation', 'capital_gain', 'education_num', 'race', 'capital_loss', 'class'} Leakage 0.04817974277310055
Mask Size 7 Mask {'occupation', 'capital_gain', 'education_num', 'race', 'capital_loss', 'sex', 'class'} Leakage 0.15517452549637212
Mask Size 7 Mask {'relationship', 'occupation', 'capital_gain', 'education_num', 'capital_loss', 'sex', 'class'} Leakage 0.010022881949884987
Mask Size 7 Mask {'relationship', 'capital_gain', 'education_num', 'race', 'capital_loss', 'sex', 'class'} Leakage 0.015089641227923667
Mask Size 7 Mask {'marital_status', 'occupation', 'capital_gain', 'native_country', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.3526762720565463
Mask Size 7 Mask {'marital_status', 'capital_gain', 'native_country', 'race', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.3518612530519911
Mask Size 7 Mask {'relationship', 'marital_status', 'capital_gain', 'native_country', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.08199695002876817
Mask Size 7 Mask {'marital_status', 'capital_gain', 'native_country', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.08363782130893427
